HostResponseTime,HostResponseRate,HostAcceptRate,Superhost,HostListings,Neighborhood,Latitude,Longitude,RoomType,Accomodates,Bathrooms,Bedrooms,Beds,Price,MinNights,Availability30,Availability60,Availability90,Availability365,ReviewCount,FirstReview,AvgRating,RatingAccuracy,RatingClean,RatingCheckIn,RatingCommunication,RatingLocation,RatingValue,Instant Booking,BookingsPerMonth,CommissionsPerMonth
within a few hours,1,1,t,1,Centro Storico,43.77004,11.2423,Entire home/apt,5,1,2,2,65,6,0,0,0,193,41,2019.4,4.98,4.95,4.98,5,4.98,4.95,4.93,f,1.51,44.1675
within an hour,1,1,t,6,Centro Storico,43.77152,11.25769,Entire home/apt,8,0,3,4,350,2,9,24,40,96,31,2019.1,4.87,4.94,4.9,4.97,4.94,5,4.84,t,1,157.5
within an hour,1,1,f,17,Centro Storico,43.77236,11.24988,Hotel room,2,1,1,1,75,1,28,58,88,362,3,2019.1,4.67,5,5,4.67,4.67,5,4.67,t,0.1,3.375
within an hour,1,0.98,f,77,Centro Storico,43.77121,11.26053,Entire home/apt,6,0,3,6,205,2,29,55,55,55,19,2019.1,4.84,4.84,4.68,4.74,5,5,4.89,t,0.62,57.195
within an hour,1,1,t,2,Centro Storico,43.7685,11.24576,Entire home/apt,8,2,2,4,98,2,12,27,56,235,60,2019.2,4.97,4.95,4.97,4.97,4.98,4.97,4.85,t,2.05,90.405
within an hour,0.97,1,f,38,Centro Storico,43.76732,11.25848,Entire home/apt,6,2,3,4,70,2,30,60,90,357,6,2019.2,3.8,4.4,4.6,4.8,4.6,4.8,4,f,0.21,6.615
within an hour,1,0.98,f,77,Centro Storico,43.77263,11.2613,Entire home/apt,6,0,3,6,151,2,22,47,47,47,57,2019.6,4.77,4.86,4.74,4.91,4.95,5,4.77,t,2.28,154.926
within an hour,1,0.98,f,77,Centro Storico,43.7728,11.26113,Entire home/apt,6,0,3,6,151,3,24,50,50,50,17,2019.7,4.53,4.65,4.59,4.76,4.76,4.94,4.59,t,0.73,49.6035
within an hour,1,0.99,t,40,Centro Storico,43.77404,11.26336,Entire home/apt,2,1,1,1,104,1,0,0,0,205,15,2019.8,4.47,4.87,4.53,4.93,4.93,5,4.87,t,0.7,32.76
within an hour,1,1,f,1,Centro Storico,43.77042,11.24227,Entire home/apt,4,2,2,2,93,2,15,40,68,337,48,2019.1,4.71,4.88,4.83,4.85,4.96,4.85,4.69,t,1.56,65.286
within a few hours,1,0,f,1,Centro Storico,43.77031,11.26664,Entire home/apt,2,1,1,2,54,2,29,59,89,364,3,2019.1,3.33,4.67,5,5,4.33,5,4.67,f,0.1,2.43
within an hour,0.97,0.98,t,15,Centro Storico,43.77012,11.25444,Entire home/apt,4,1,2,2,90,1,11,31,61,331,22,2019.1,4.82,4.77,4.95,4.68,4.82,5,4.59,t,0.72,29.16
within an hour,0.87,0.77,f,35,Centro Storico,43.77423,11.26223,Entire home/apt,4,2,1,0,98,5,19,43,73,348,16,2019.1,4.94,4.88,4.88,4.94,4.81,5,4.81,f,0.52,22.932
within an hour,1,0.99,f,5,Centro Storico,43.76918,11.25613,Entire home/apt,11,0,3,4,225,2,9,22,42,309,1,2020.1,5,5,5,5,5,5,5,t,0.05,5.0625
within an hour,1,1,t,6,Centro Storico,43.76524,11.24695,Entire home/apt,2,1,1,1,62,1,7,36,66,341,96,2019.3,4.86,4.93,4.81,4.92,4.96,4.95,4.77,t,3.33,92.907
within an hour,1,0.99,f,5,Centro Storico,43.7701,11.25554,Entire home/apt,4,1,1,2,94,2,14,28,48,315,14,2019.8,4.69,4.85,4.77,4.85,4.92,5,4.62,t,0.63,26.649
within an hour,1,0.99,f,5,Centro Storico,43.77051,11.25636,Entire home/apt,4,1.5,1,1,97,2,17,35,62,334,19,2019.9,4.72,4.72,4.67,4.94,4.94,5,4.83,t,0.9,39.285
within an hour,1,1,t,2,Centro Storico,43.76942,11.25229,Entire home/apt,4,2,2,3,99,3,4,7,32,212,71,2019.1,4.9,4.92,4.92,4.97,4.97,4.97,4.86,t,2.3,102.465
within an hour,0.88,1,t,1,Centro Storico,43.76532,11.25966,Entire home/apt,4,1,2,2,149,1,6,12,24,234,25,2019.2,4.92,4.92,4.92,4.96,4.96,4.96,4.88,t,0.86,57.663
within an hour,1,1,f,5,Centro Storico,43.76425,11.24609,Entire home/apt,3,1,1,1,50,3,0,0,0,0,38,2019.1,4.76,4.86,4.86,4.59,4.7,4.95,4.73,t,1.23,27.675
within an hour,1,1,t,1,Centro Storico,43.77029,11.2638,Entire home/apt,3,1,1,0,57,2,0,0,0,97,37,2019.1,4.92,5,4.95,5,5,4.89,4.81,f,1.2,30.78
within an hour,1,1,t,15,Centro Storico,43.769,11.24076,Entire home/apt,6,2,2,2,175,1,23,53,83,173,10,2020.1,5,5,5,5,5,5,5,t,0.53,41.7375
within an hour,0.89,1,f,1,Centro Storico,43.78541,11.22972,Entire home/apt,4,1,2,2,61,2,5,15,45,316,57,2019.1,4.98,4.96,4.98,4.95,4.96,4.61,4.84,t,1.88,51.606
within an hour,1,1,f,1,Centro Storico,43.76757,11.25262,Entire home/apt,5,1,2,3,91,2,9,22,25,189,32,2019.5,4.94,4.97,4.97,5,4.97,5,5,t,1.27,52.0065
within a day,1,1,f,4,Centro Storico,43.77628,11.258,Entire home/apt,2,1,1,2,71,1,10,10,10,257,1,2019.2,5,5,5,5,5,5,5,f,0.03,0.9585
within a day,1,1,f,4,Centro Storico,43.77503,11.25634,Entire home/apt,4,1,1,3,85,1,0,0,0,247,1,2019.5,0,,,,,,,f,0.04,1.53
within an hour,1,0.99,t,40,Centro Storico,43.76804,11.24226,Entire home/apt,2,1,1,1,126,1,25,55,85,360,25,2019.4,4.72,4.88,4.8,4.96,4.88,4.96,4.8,t,0.94,53.298
within an hour,1,1,t,1,Centro Storico,43.77897,11.2515,Entire home/apt,6,1,3,4,64,2,11,33,63,338,45,2019.1,4.8,4.89,4.78,4.82,4.96,4.93,4.73,t,1.49,42.912
within an hour,0.97,0.98,t,25,Centro Storico,43.76603,11.24964,Entire home/apt,4,1,2,2,93,2,27,57,87,268,49,2019.1,4.71,4.88,4.82,4.94,4.84,4.94,4.71,t,1.59,66.5415
within a day,1,1,f,2,Centro Storico,43.77396,11.26167,Entire home/apt,6,1,2,3,85,1,18,33,63,337,14,2019.1,4.79,5,4.64,5,5,4.86,4.79,f,0.45,17.2125
within an hour,1,1,f,31,Centro Storico,43.77442,11.25807,Entire home/apt,8,1,4,5,195,2,29,59,89,192,3,2019.5,4,4.67,5,4.67,4.67,5,4.67,t,0.12,10.53
within an hour,1,1,f,5,Centro Storico,43.76425,11.24609,Entire home/apt,2,1,1,1,50,3,0,0,0,0,44,2019.1,4.64,4.77,4.7,4.66,4.73,4.75,4.61,t,1.43,32.175
within a few hours,1,1,t,0,Centro Storico,43.78164,11.23215,Private room,2,1,2,0,38,7,26,56,86,361,7,2019.5,4.71,5,5,4.86,5,4.71,4.57,t,0.27,4.617
within an hour,1,1,t,2,Centro Storico,43.76564,11.24588,Entire home/apt,2,1,1,2,39,3,4,17,38,39,116,2019.1,4.79,4.87,4.88,4.95,4.95,4.9,4.75,t,3.72,65.286
within an hour,1,1,f,1,Centro Storico,43.77186,11.25785,Entire home/apt,6,2,2,4,60,3,7,33,63,114,107,2019.1,4.56,4.79,4.74,4.81,4.77,4.96,4.57,t,3.45,93.15
within an hour,1,1,t,5,Centro Storico,43.76902,11.24194,Entire home/apt,3,1,1,2,80,1,4,31,51,212,24,2019.8,4.96,5,5,5,5,5,4.83,t,1.07,38.52
within an hour,1,1,f,1,Centro Storico,43.76886,11.24898,Entire home/apt,4,1,2,2,128,2,11,28,55,326,6,2019.1,3.83,4,4,4.17,4.17,5,4.33,t,0.2,11.52
within an hour,0.97,1,f,38,Centro Storico,43.76861,11.24242,Entire home/apt,4,1,2,2,74,2,30,60,90,205,3,2019.5,3.67,4.33,4,4.33,4.67,5,4.33,t,0.12,3.996
within an hour,1,1,t,7,Centro Storico,43.77274,11.25433,Entire home/apt,4,2,2,0,135,2,4,26,33,259,53,2019.1,4.91,4.96,4.83,4.96,4.98,5,4.87,t,1.75,106.3125
within an hour,1,1,f,2,Centro Storico,43.7646,11.24635,Private room,2,1,1,1,37,2,1,15,40,313,63,2019.4,4.52,4.76,4.84,4.86,4.71,4.79,4.6,t,2.33,38.7945
within a day,1,1,t,7,Centro Storico,43.77124,11.2585,Entire home/apt,10,0,3,5,550,4,29,59,89,364,1,2019.6,5,5,4,5,5,5,4,f,0.04,9.9
within an hour,1,1,t,1,Centro Storico,43.77408,11.2571,Entire home/apt,3,1,1,2,70,3,9,26,26,26,61,2019.1,4.87,4.93,4.48,4.95,4.97,5,4.84,t,1.99,62.685
within an hour,1,1,f,5,Centro Storico,43.77414,11.26286,Entire home/apt,2,1,1,1,63,3,25,44,74,97,33,2019.1,4.58,4.85,4.64,4.45,4.67,4.85,4.61,t,1.07,30.3345
within an hour,1,1,f,32,Centro Storico,43.78039,11.2547,Entire home/apt,4,1,1,1,73,1,0,0,0,72,8,2020.7,4,4.5,4.63,4.5,4.88,4.63,4.63,t,0.71,23.3235
within an hour,1,1,t,19,Centro Storico,43.78002,11.23972,Entire home/apt,6,1,2,2,93,2,16,43,73,348,122,2019.1,4.72,4.85,4.81,4.89,4.92,4.56,4.66,t,3.94,164.889
within an hour,1,1,f,1,Centro Storico,43.76995,11.25146,Entire home/apt,3,1,1,2,133,3,25,50,55,314,6,2019.5,5,5,5,5,5,5,4.83,f,0.23,13.7655
within an hour,1,1,t,2,Centro Storico,43.76888,11.26415,Entire home/apt,4,1,1,2,62,2,0,1,9,92,85,2019.1,4.96,4.99,4.96,4.98,5,4.88,4.92,t,2.75,76.725
within an hour,0.86,0.89,f,64,Centro Storico,43.76396,11.26379,Entire home/apt,4,0,2,3,140,2,30,60,90,364,1,2019.8,5,5,5,5,4,4,5,t,0.05,3.15
within an hour,1,0.92,t,4,Centro Storico,43.76997,11.26455,Entire home/apt,5,1,2,3,80,2,24,52,82,172,20,2019.4,4.85,5,4.75,5,5,4.95,4.7,t,0.74,26.64
within an hour,1,1,t,15,Centro Storico,43.77966,11.25701,Entire home/apt,9,0,3,7,230,1,26,51,80,355,11,2019.5,4.91,5,4.82,4.73,4.91,4.91,4.82,t,0.42,43.47
within an hour,1,0.9,f,19,Centro Storico,43.77772,11.238,Entire home/apt,6,1,2,3,60,2,0,0,0,42,7,2019.4,4.43,4.29,4.57,4.57,4.86,4.29,4.29,f,0.26,7.02
within an hour,0.87,0.77,f,35,Centro Storico,43.7663,11.25255,Entire home/apt,2,1,,1,147,1,29,59,89,364,24,2019.6,4.5,4.38,4.42,4.58,4.42,4.92,4.63,f,0.97,64.1655
within an hour,1,1,t,2,Centro Storico,43.77018,11.26382,Private room,2,1,1,1,55,2,1,1,11,96,83,2019.1,4.89,4.93,4.96,4.96,4.99,4.87,4.86,t,2.72,67.32
within a day,0.9,1,f,24,Centro Storico,43.77285,11.26324,Entire home/apt,3,1,2,2,500,3,30,40,40,40,2,2019.7,4,4,5,5,4.5,4.5,4,t,0.09,20.25
within an hour,1,1,t,8,Centro Storico,43.77523,11.25196,Entire home/apt,3,2,1,2,75,1,0,0,0,0,124,2019.1,4.95,4.94,4.98,4.95,4.99,4.98,4.9,t,4.01,135.3375
within an hour,1,0.67,f,2,Centro Storico,43.7619,11.2618,Entire home/apt,2,1,,1,50,2,2,2,2,136,22,2019.1,4.5,4.91,4.86,4.77,4.95,4.91,4.41,t,0.71,15.975
within an hour,1,1,f,43,Centro Storico,43.7674,11.24844,Entire home/apt,4,1,1,1,165,7,0,0,0,0,38,2019.2,4.61,4.58,4.66,4.55,4.68,4.97,4.79,t,1.28,95.04
within an hour,0.96,1,f,247,Centro Storico,43.7746,11.251,Entire home/apt,2,1,1,1,57,1,9,39,69,344,5,2020.1,4.6,4.6,4.6,5,4.4,5,4.2,t,0.26,6.669
within an hour,1,1,t,15,Centro Storico,43.76731,11.24484,Entire home/apt,2,1,1,1,74,1,4,12,22,62,16,2019.1,5,5,5,4.94,5,4.94,4.94,t,0.52,17.316
within an hour,0.89,1,f,2,Centro Storico,43.77235,11.24952,Entire home/apt,5,2,2,3,126,1,3,11,17,208,56,2019.2,4.78,4.84,4.71,4.87,4.78,4.98,4.75,t,1.9,107.73
within an hour,0.96,1,f,247,Centro Storico,43.76987,11.25378,Entire home/apt,3,1,1,1,74,1,1,14,25,297,7,2019.1,4.14,4.29,4.71,4.86,4.86,5,4.14,t,0.23,7.659
within an hour,0.96,1,f,247,Centro Storico,43.77142,11.24981,Entire home/apt,6,1,2,3,80,1,12,27,56,303,32,2019.1,4.16,4.47,4.47,4.69,4.78,5,4.25,f,1.05,37.8
within an hour,0.87,0.77,f,35,Centro Storico,43.77,11.25596,Entire home/apt,2,1,,1,117,1,0,0,0,192,9,2019.4,4.67,4.67,4.78,4.44,4.67,4.89,4.67,f,0.33,17.3745
within an hour,1,1,t,3,Centro Storico,43.76589,11.24638,Entire home/apt,4,1,1,2,60,2,30,60,90,181,5,2019.4,5,5,5,5,5,5,5,t,0.19,5.13
within an hour,1,1,f,5,Centro Storico,43.77817,11.25156,Entire home/apt,6,2,1,3,689,1,0,0,0,8,24,2019.1,4.79,4.83,4.83,4.88,4.92,4.92,4.92,t,0.79,244.9395
within an hour,1,1,t,1,Centro Storico,43.77028,11.25593,Entire home/apt,6,1.5,2,3,161,2,23,48,55,136,67,2019.2,4.81,4.88,4.78,4.87,4.94,4.99,4.79,t,2.29,165.9105
within an hour,1,0.99,f,8,Centro Storico,43.76611,11.25214,Entire home/apt,4,1,,1,49,2,4,19,47,308,116,2019.1,4.22,4.5,4.51,4.3,3.99,4.97,4.3,t,3.77,83.1285
within an hour,1,1,f,3,Centro Storico,43.78198,11.259,Entire home/apt,4,1,1,2,70,2,0,0,0,134,26,2019.4,4.12,4.32,4.2,4.68,4.56,4.8,4.36,t,0.95,29.925
within an hour,1,1,t,3,Centro Storico,43.78194,11.24043,Entire home/apt,4,1,1,2,64,2,15,32,32,32,66,2019.3,4.77,4.98,4.83,4.91,4.94,4.78,4.89,t,2.31,66.528
within an hour,1,1,f,5,Centro Storico,43.77448,11.24997,Entire home/apt,6,1.5,3,4,148,2,0,18,18,170,44,2019.2,4.82,4.84,4.84,4.95,4.93,5,4.8,t,1.49,99.234
within an hour,0.97,1,f,38,Centro Storico,43.77004,11.25597,Entire home/apt,6,1.5,2,4,138,2,4,22,43,265,46,2019.4,4.87,4.91,4.89,4.91,4.89,4.98,4.87,t,1.69,104.949
within an hour,1,1,t,3,Centro Storico,43.77774,11.25384,Entire home/apt,12,0,5,8,134,1,6,22,43,257,6,2019.2,4.83,4.33,4.83,4.67,4.33,4.83,4.5,t,0.2,12.06
within an hour,1,1,f,9,Centro Storico,43.76865,11.24882,Entire home/apt,3,1,1,2,55,1,1,12,30,150,91,2019.1,4.73,4.92,4.74,4.81,4.89,4.96,4.74,t,3,74.25
within an hour,0.93,1,t,4,Centro Storico,43.77413,11.24551,Entire home/apt,5,2,1,3,38,1,2,7,13,272,126,2019.1,4.87,4.9,4.91,4.94,4.95,4.9,4.88,t,4.1,70.11
within an hour,0.87,0.77,f,35,Centro Storico,43.77106,11.25553,Entire home/apt,2,1,1,1,127,1,29,59,89,364,11,2019.5,4.64,4.91,4.45,4.91,4.55,5,4.55,f,0.43,24.5745
within an hour,0.87,0.77,f,35,Centro Storico,43.77112,11.25497,Entire home/apt,4,1,1,1,70,1,29,59,89,364,6,2019.7,4.33,5,4.83,4.33,3.83,5,4.67,f,0.25,7.875
within an hour,1,0.95,t,3,Centro Storico,43.76783,11.25898,Entire home/apt,2,1,1,1,45,2,0,0,0,97,15,2019.3,4.86,4.79,4.93,5,5,5,4.79,f,0.54,10.935
within an hour,0.99,0.97,f,858,Centro Storico,43.77686,11.25394,Entire home/apt,7,2,2,6,122,1,29,59,89,109,8,2019.9,4.88,4.88,4.88,4.88,4.88,4.88,4.25,t,0.39,21.411
within an hour,0.93,1,t,4,Centro Storico,43.7751,11.24522,Entire home/apt,3,1,1,2,36,1,6,9,24,299,98,2019.2,4.85,4.91,4.92,4.9,4.99,4.83,4.81,t,3.39,54.918
within an hour,0.87,0.77,f,35,Centro Storico,43.76626,11.25482,Entire home/apt,4,2,1,1,200,2,0,0,0,192,1,2019.1,5,5,5,5,5,4,4,f,0.03,2.7
within an hour,0.87,0.77,f,35,Centro Storico,43.77005,11.25127,Entire home/apt,4,2,2,2,244,2,29,59,89,364,16,2019.1,4.69,4.38,4.75,4.38,4.44,5,4.69,f,0.52,57.096
within an hour,1,0.98,f,77,Centro Storico,43.77436,11.25356,Entire home/apt,4,1.5,2,4,73,1,26,56,86,108,8,2019.1,4.88,5,4.75,5,5,5,5,t,0.26,8.541
within an hour,1,1,t,3,Centro Storico,43.76539,11.24736,Entire home/apt,2,1,,1,50,2,8,30,60,111,18,2019.1,4.78,4.94,4.72,5,4.94,4.89,4.67,t,0.58,13.05
within an hour,1,0.99,f,58,Centro Storico,43.77272,11.25094,Entire home/apt,4,1,1,2,75,2,26,55,85,144,54,2019.1,4.28,4.89,4.62,4.81,4.81,4.98,4.53,t,1.76,59.4
within an hour,1,1,f,2,Centro Storico,43.76734,11.24454,Entire home/apt,3,1,1,2,71,2,30,60,90,365,11,2019.5,4.82,4.82,5,5,5,4.91,4.64,f,0.44,14.058
within an hour,1,0.99,f,44,Centro Storico,43.77334,11.25896,Entire home/apt,6,2,2,2,156,2,2,13,18,198,32,2019.3,4.75,4.91,4.78,4.84,4.78,4.94,4.78,t,1.14,80.028
within an hour,0.67,1,f,12,Centro Storico,43.78124,11.25293,Entire home/apt,7,2,2,6,60,2,4,18,34,48,7,2019.9,4.86,4.86,5,5,5,5,5,f,0.33,8.91
within an hour,1,0.33,f,4,Centro Storico,43.77155,11.25657,Private room,2,1.5,1,1,100,1,30,60,90,365,33,2019.5,4.79,4.91,4.97,5,4.88,5,4.82,f,1.28,57.6
within an hour,1,1,t,16,Centro Storico,43.77057,11.25557,Entire home/apt,4,0,2,2,179,2,8,14,21,211,64,2019.8,4.86,4.95,4.98,4.88,4.97,4.98,4.89,t,2.9,233.595
within an hour,1,0.99,f,19,Centro Storico,43.77496,11.2527,Entire home/apt,2,1,1,1,57,2,4,9,25,98,103,2019.2,4.64,4.76,4.76,4.93,4.91,4.98,4.76,t,3.46,88.749
within an hour,0.96,1,f,247,Centro Storico,43.77103,11.25301,Entire home/apt,6,1,2,3,74,1,0,0,0,0,19,2019.4,4.26,4.42,4.32,4.47,4.47,4.89,4.16,t,0.71,23.643
within an hour,0.96,1,f,247,Centro Storico,43.76507,11.26101,Entire home/apt,4,1,1,1,63,1,6,19,46,321,5,2019.5,4.2,5,4.8,4.4,5,4.8,4.6,t,0.19,5.3865
a few days or more,0,1,f,0,Centro Storico,43.77935,11.25131,Entire home/apt,6,1.5,2,3,90,2,0,0,0,0,16,2019.4,4.69,4.63,4.69,4.88,5,4.69,4.63,t,0.59,23.895
within an hour,1,1,f,3,Centro Storico,43.76408,11.24198,Entire home/apt,2,1,1,2,40,2,0,10,40,315,12,2019.6,4.67,4.75,4.75,4.92,5,4.92,4.75,f,0.48,8.64
within an hour,0.87,0.77,f,35,Centro Storico,43.76872,11.26034,Entire home/apt,3,1,1,2,78,3,22,45,68,343,7,2019.7,4.43,4.43,5,4.86,4.71,5,4.43,t,0.3,10.53
within an hour,0.86,0.89,f,64,Centro Storico,43.76888,11.25458,Entire home/apt,4,1,1,2,90,2,30,60,90,365,1,2019.2,0,,,,,,,t,0.03,1.215
within an hour,1,1,t,35,Centro Storico,43.77261,11.2619,Entire home/apt,6,2,2,3,214,3,26,51,57,215,5,2020.7,4.8,4.8,5,5,5,5,5,t,0.44,42.372
within an hour,1,0.99,t,40,Centro Storico,43.77037,11.26045,Entire home/apt,2,1,1,1,104,1,4,34,57,329,28,2019.2,4.54,4.75,4.46,4.82,4.82,4.75,4.64,t,0.95,44.46
within an hour,1,1,f,5,Centro Storico,43.76927,11.25929,Entire home/apt,2,1,1,1,77,1,19,43,73,343,12,2019.5,4.58,5,5,5,5,5,4.58,t,0.46,15.939
within an hour,1,1,t,59,Centro Storico,43.76623,11.25397,Entire home/apt,3,1,1,2,67,2,0,0,0,0,6,2019.4,4.67,4.67,4.67,4.83,5,5,4.67,t,0.22,6.633
within an hour,1,1,t,2,Centro Storico,43.77103,11.26207,Entire home/apt,6,1.5,3,3,110,3,28,49,58,149,18,2019.4,4.83,4.94,4.94,4.94,5,5,4.89,t,0.67,33.165
within an hour,1,1,f,1,Centro Storico,43.77085,11.25447,Entire home/apt,2,1,1,1,88,2,7,28,50,325,116,2019.2,4.7,4.82,4.73,4.72,4.62,4.98,4.74,t,3.91,154.836
within an hour,0.93,0.99,f,0,Centro Storico,43.7699,11.25587,Private room,3,0,1,2,37,1,24,45,45,45,33,2020.2,4.39,4.45,4.42,4.79,4.55,4.97,4.45,f,1.85,30.8025
a few days or more,0,1,f,1,Centro Storico,43.78176,11.24463,Entire home/apt,1,1,1,3,59,30,11,19,38,128,40,2019.4,4.6,4.8,4.88,4.88,4.8,4.55,4.55,t,1.48,39.294
within a few hours,1,1,f,1,Centro Storico,43.77232,11.25892,Entire home/apt,6,0,3,4,800,3,29,59,89,270,4,2019.5,5,5,5,5,5,5,5,f,0.16,57.6
within an hour,1,0.97,f,68,Centro Storico,43.77253,11.25895,Entire home/apt,4,2,1,2,42,1,5,23,45,313,19,2019.7,4.58,4.79,4.79,4.79,4.79,5,4.63,t,0.82,15.498
within an hour,1,1,f,1,Centro Storico,43.7766,11.25485,Entire home/apt,4,1,1,2,70,2,10,25,55,145,74,2019.4,4.89,4.91,4.81,4.93,4.93,5,4.89,t,2.71,85.365
within an hour,1,1,t,1,Centro Storico,43.7818,11.26181,Entire home/apt,3,1,1,2,75,2,7,22,39,39,24,2019.2,5,5,5,4.96,5,4.88,5,t,0.82,27.675
within an hour,1,1,t,35,Centro Storico,43.76687,11.25167,Entire home/apt,7,2,3,4,357,3,0,0,0,0,3,2019.9,4.33,4.33,4.67,4.33,5,5,4.67,t,0.14,22.491
within an hour,1,0.43,f,1,Centro Storico,43.77989,11.23884,Entire home/apt,2,1,1,1,85,3,1,1,1,163,40,2019.2,4.73,4.85,4.53,4.78,4.73,4.65,4.65,f,1.36,52.02
within an hour,1,1,f,2,Centro Storico,43.76907,11.24522,Private room,2,0,1,1,47,2,27,57,87,177,66,2019.2,4.64,4.73,4.86,4.58,4.64,4.89,4.74,t,2.21,46.7415
within an hour,0.89,0.99,f,23,Centro Storico,43.77012,11.2671,Entire home/apt,6,1,2,4,97,1,0,0,0,0,11,2019.4,4.09,4.36,4.27,4.82,4.73,4.45,4.18,t,0.41,17.8965
within an hour,1,0.99,f,6,Centro Storico,43.77432,11.24667,Private room,4,1,1,3,81,1,0,0,0,221,1,2019.3,3,4,3,5,5,5,4,t,0.03,1.0935
within a day,0.9,1,f,24,Centro Storico,43.77357,11.26003,Entire home/apt,2,1,1,1,500,3,30,46,46,46,1,2020.1,2,4,5,4,3,5,2,t,0.05,11.25
within an hour,0.97,1,f,38,Centro Storico,43.7713,11.26228,Entire home/apt,7,2,2,4,117,2,15,45,66,310,23,2019.3,4.64,4.95,4.77,4.64,4.59,4.82,4.55,t,0.81,42.6465
within an hour,1,1,t,2,Centro Storico,43.77723,11.25133,Entire home/apt,4,2,2,3,90,2,29,59,81,172,10,2019.5,4.9,4.9,4.8,4.8,4.9,5,4.8,t,0.38,15.39
within an hour,1,0.89,t,10,Centro Storico,43.76002,11.23772,Entire home/apt,6,2,2,3,105,3,22,52,82,145,3,2019.4,5,5,5,5,5,5,5,t,0.11,5.1975
within an hour,0.96,1,f,247,Centro Storico,43.76788,11.25175,Entire home/apt,6,1,2,4,92,1,8,34,58,331,7,2019.5,4.71,4.57,4.43,4.57,4.86,5,4.43,t,0.27,11.178
within an hour,0.96,1,t,15,Centro Storico,43.77382,11.26476,Entire home/apt,4,1,1,2,45,2,0,0,16,291,45,2019.3,4.64,4.82,4.69,4.91,4.87,4.93,4.76,t,1.56,31.59
within a few hours,1,0.5,f,2,Centro Storico,43.78012,11.24515,Entire home/apt,6,1,2,4,95,2,0,3,33,308,21,2019.4,4.6,4.8,4.8,4.95,4.8,4.9,4.65,f,0.77,32.9175
within a few hours,1,0.5,f,2,Centro Storico,43.76888,11.26465,Entire home/apt,4,1,1,1,90,2,19,22,52,327,22,2019.4,4.9,4.86,4.71,4.9,4.95,4.86,4.95,f,0.82,33.21
within an hour,1,1,f,2,Centro Storico,43.77523,11.24617,Entire home/apt,2,1,1,1,50,2,5,8,36,36,129,2019.2,4.67,4.84,4.77,4.97,4.96,4.88,4.67,t,4.31,96.975
within an hour,1,1,t,3,Centro Storico,43.77755,11.25259,Entire home/apt,3,1,,2,78,2,9,35,63,338,144,2019.3,4.85,4.9,4.92,4.94,4.98,4.92,4.79,t,5.15,180.765
within an hour,0.99,1,f,26,Centro Storico,43.76576,11.24651,Entire home/apt,4,2,2,2,161,2,3,9,21,101,60,2019.4,4.9,4.9,4.95,4.8,4.9,5,4.9,t,2.21,160.1145
within an hour,1,1,t,35,Centro Storico,43.77466,11.26231,Entire home/apt,4,1,1,1,228,3,16,36,36,36,3,2019.8,5,5,5,3.33,4.67,5,5,t,0.14,14.364
within an hour,1,1,t,3,Centro Storico,43.77007,11.25313,Entire home/apt,3,1,,2,50,1,0,0,0,175,54,2019.2,4.94,4.96,4.94,4.96,4.98,5,4.96,t,1.83,41.175
within an hour,1,1,t,2,Centro Storico,43.77164,11.25459,Entire home/apt,4,1,2,4,109,1,8,31,36,286,90,2019.2,4.91,4.9,4.91,4.9,4.94,5,4.83,t,3.09,151.5645
within an hour,1,1,f,20,Centro Storico,43.77364,11.25046,Entire home/apt,5,1,1,3,57,1,6,18,18,18,2,2019.8,4,4.5,4,2.5,4.5,5,4.5,t,0.09,2.3085
within a day,1,0,f,1,Centro Storico,43.76457,11.259,Entire home/apt,4,1,1,3,75,2,0,0,0,57,17,2019.5,4.88,4.94,5,5,5,5,5,t,0.64,21.6
within a few hours,1,0.78,f,17,Centro Storico,43.77196,11.24948,Entire home/apt,2,1,1,1,70,2,29,59,89,364,3,2019.9,4,4.67,5,5,5,4.67,4.33,f,0.14,4.41
within an hour,1,1,t,7,Centro Storico,43.76635,11.25436,Entire home/apt,5,2,2,4,185,2,20,50,80,352,48,2019.3,4.92,5,4.96,4.92,4.96,5,4.96,f,1.68,139.86
within an hour,1,1,f,1,Centro Storico,43.77112,11.26436,Entire home/apt,2,1,1,2,60,2,10,40,70,345,2,2019.7,4.5,4.5,4.5,4.5,5,5,4.5,t,0.09,2.43
within an hour,1,1,f,2,Centro Storico,43.77437,11.26431,Entire home/apt,4,1,1,1,73,1,4,8,17,243,114,2019.4,4.95,4.97,4.91,4.88,4.94,5,4.97,t,4.2,137.97
within an hour,1,1,t,1,Centro Storico,43.77457,11.23914,Entire home/apt,5,1.5,2,4,115,3,7,31,61,241,19,2019.3,5,4.95,4.95,4.95,5,4.89,4.95,t,0.67,34.6725
within an hour,1,0.83,t,4,Centro Storico,43.77419,11.25168,Entire home/apt,6,2,2,4,120,3,4,8,17,128,3,2020.2,5,5,5,5,5,5,4.33,f,0.18,9.72
within an hour,1,1,f,1,Centro Storico,43.77014,11.25268,Entire home/apt,4,1,1,2,80,1,0,0,10,160,36,2019.2,4.56,4.67,4.61,4.53,4.64,5,4.67,t,1.23,44.28
within a few hours,0.93,1,t,4,Centro Storico,43.76761,11.25214,Entire home/apt,4,2,2,2,69,3,5,12,29,252,20,2019.4,4.95,4.95,5,5,5,5,4.9,f,0.73,22.6665
